Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
12119	Old-Fashioned Rhymes & Poems		Roadnight (Mrs) (Ed)	Longmans - Green and Co. - London	1906		Literature	English Literature - English Poetry	821	ROA		821.08	ROA					
11162	"Encyclopedia of Witchcraft and Demonology, The"		"Robbins, Rossell Hope"	Bookplan - London	1959		Philosophy	Branches of Psychology - Occult Sciences	133.4	ROB		133.4	ROB					
15188	Music From Taize Volume II	Responses - Litanies - Acclaimations - Canons	Robert (Brother)	Collins Liturgical Publications	1985	0-00-599863-8			784	TAI		782	ROB					
15780	"First Sunrise, The"	Australian Aboriginal Myth in Paintings	"Roberts, Ainslie & Mountford, C P"	Rigby	1971				994	ROB		759	ROB					
13506	"Centuries' Poetry  2, The (The Penguin Poets)"	Donne to Dryden	"Roberts, Denys Kilham (Comp)"	Penguin	1949				821	PEN		821.08	ROB					
13507	"Centuries' Poetry  3, The (The Penguin Poets)"	Pope to Keats	"Roberts, Denys Kilham (Comp)"	Penguin	1954				821	PEN		821.08	ROB					
13508	"Centuries' Poetry  4, The (The Penguin Poets)"	Hood to Morris	"Roberts, Denys Kilham (Comp)"	Penguin	1956				821	PEN		821.08	ROB					
13505	"Centuries' Poetry I, The (The Penguin Poets)"	Chaucer to Shakespeare	"Roberts, Denys Kilham (Comp)"	Penguin	1953				821	PEN		821.08	ROB					
12377	T E Hulme		"Roberts, Michael"	Carcanet New Press	1982	0 85635 411 2	Biography	T. E. Hulme	HUL	Rob		921	HUL	ROB				
10999	Jesus: Myth Or History?		ROBERTSON - ARCHIBALD	Watts & Co. - London	1946		Religion	Doctrinal Theology - Jesus Christ	213.2	ROB		232	ROB					
15147	The Bible And Its Background Vlume Ii	New Testament	Robertson - Archibald	Watts & Co	1942				220	ROB		220	ROB					
15146	The Bible And Its Background:  Volume I	Old testament and More Important Books of the Apocrypha	Robertson - Archibald	Watts *& Co	1942				220	ROB		220	ROB					
11648	Short History Of Christianity ~ A		ROBERTSON - JOHN M.	Watts & Co. - London	1902		Religion	Christian Church History	217	ROB								
12811	Bridget Rilley	Paintings and Drawings 1951-71	"Robertson, Bryan"	The Arts Council	1971		The Arts	Galleries - Museums - Private Collections	708	ROB		708	ROB					
12781	Phillip King	Sculpture 1960-68	"Robertson, Bryan"	Whitechapel Art Gallery	1968		The Arts	Galleries - Museums - Private Collections	708	ROB		708	ROB					
16176	"Pocket Treasury of Irish Verse, A"		"Robertson, Fleur (Ed)"	Gill & Macmillan	1998	0-7171-2681-1			891.6	IRI		891.6	ROB					
14947	Eyes Of Fire	The Last Voyage of the Rainbow Warrior	"Robie, David"	Lindon Publishing	1986				990	ROB		327	ROB					
14377	The Nag Hammadi Library	A translation of the Gnostic scriptures	Robinson - James M.	Harper & Row	1988	0-06-066934-9			281	ROB								
11209	Nag Hammadi Library In English ~ The		ROBINSON - JAMES M. & OTHERS (TRANS)	E. J. Brill - Leiden	1977	90 04 05434 0	Religion	Christian Churches & Sects - Primitive & Oriental Churches	218.1	ROB								
10990	Honest To God		ROBINSON - JOHN A. T.	SCM Press Ltd. - London	1963		Religion	Religion - Philosophy & Theories	201	ROB		201	ROB					
10991	New Reformation? ~ The		ROBINSON - JOHN A. T.	SCM Press Ltd. - London	1965		Religion	Religion - Philosophy & Theories	201	ROB		201	ROB					
10996	But That I Can'T Believe!		ROBINSON - JOHN A. T.	Collins - London	1967		Religion	Religion - Essays & Lectures	204	ROB		204	ROB					
11813	Truth Is Two-Eyed		ROBINSON - JOHN A. T.	SCM Press Ltd. - London	1979	334 01690 8	Religion	Other Religions - Comparative Religion	291	ROB								
11768	"Anthology of Greek Drama, An"		Robinson C A (Ed)	Holt - Rinehart and Winston - New York	1960		Literature	Greek Literature - Dramatic Poetry	882	ROB		882	ROB					
11789	"Anthology of Greek Drama, An"		Robinson C A (Ed)	Holt - Rinehart and winston - New York	1960		Literature	Greek Literature - Dramatic Poetry	882	ROB		882	ROB					
12916	"Peddars Way, The"	(A Guide for Walkers)	"Robinson, Bruce"	The Weathercock Press	1978		Geography and Histor	Geography and Travel - Europe	914	ROB		914.2	ROB					
14110	Tristram		"Robinson, Edwin A"	The Macmillan Company	1927				811	ROB		811	ROB					
12423	John Clare's Autobiographical Writings		"Robinson, Eric (Ed)"	Oxford University Press	1983	0 19 211774 2	Autobiography	John Clare	CLA	Rob		921	CLA	ROB				
12135	"Mind in the Making, The"		"Robinson, James Harvey"	Watts & Co. - London	1934		Philosophy	Branches of Psychology	130	ROB		150.1	ROB					
12166	Uncle Lubin		"Robinson, W Heath"	The Minerva Press - London	1972	85636 004 X	Literature	English Literature - English Fiction	823	ROB		823	ROB					
13144	King of Almayne	A 13th Century Englishman in Europe	"Roche, T W"	John Murray	1966		Biography	Richard of Cornwall	RIC	ROC		921	RIC	ROC				
13706	Rochester:  Pocket Poets		Rochester -Earl of	E. Hulton & Co. Ltd	1959				921	ROC		821	ROC					
15723	Mexican Muralists	"Siqueiros, Orozco & Rivera"	"Rochfort, Desmond"	Laurence King	1993	1-85669-118-7			709	ROC		759	ROC					
16341	Norman Rockwell : 332 Magazine Covers		"Rockwell, Norman"	Abbeville Publishers	1979	1-55859-224-5			750	ROC		741	ROC					
12237	"Basic Book of Organic Gardening, The"		"Rodale, R & Furner, B (Ed)"	Pan - London	1972	345 09709 2	Pure Science	Botanical Sciences	580	ROD		635	RAD					
12558	Body and Soul		"Roddick, Anita"	Ebury Press	1991	0 7126 4719 8	Autobiography	Anita Roddick	ROD	ROD		921	ROD	ROD				
15463	Altai-Himalaya	A Travel Diary	"Roerich, Nicholas"	Arun Press	1983				958	ROE		915.4	ROE					
15054	Heart Of Asia	Memoirs from the Himalayas	"Roerich, Nicholas"	Inner Traditions International	1990	0-89281-302-4			958	ROE		915.4	ROE					
15761	Nikolay Roerich - Masters Of World Painting		"Roerich, Nikolay"	Aurora Art Publishers	1976				750	ROE		759.7	ROE					
12187	"Collected Poems, The"		"Roethke, Theodore"	Faber and Faber - London	1968		Literature	American Literature - American Poetry	811	ROE		811	ROE					
11854	Path Of Subud ~ The		ROFE - HUSEIN	Rider & Co. - London	1959		Religion	Other Religions - Islam & Bahaism	297	ROF								
15810	Suleyman the Magnificent		"Rogers, J M & Ward R M"	British Museum Publications	1988	0-7141-1440-5			708	ROG		708	ROG					
12977	Relief Sculpture		"Rogers, L R"	Oxford University Press	1974	0 19 211920 6	The Arts	Plastic arts; Sculpture - Processes - Forms - Subjects	731	ROG		731	ROG					
13694	Shelley at Work	A Critical Enuiry	"Rogers, Neville"	Oxford	1956				824	ROG		821.09	ROG					
15576	Italy : A Poem		"Rogers, Samuel"	1830					821	ROG		821	ROG					
16565	Roget'S Thesaurus	1990 edition	Roget	P.S.I. & Associates	1989				424	ROG								
16566	The Everyday Roget'S Thesaurus	of synonyms and Antonyms	Roget - Peter Mark	Everyday Galley Press	1972				424	ROG								
11081	Roget'S Thesaurus		ROGET - S. R. (ED)	Penguin Books	1964		Language	English - Dictionaries & Lexicography	423	ROG								
10494	Psychoanalysis And The Social Sciences		ROHEIM - GEZA  (ED)	Imago Publishing Co. Ltd. - London	1947		Philosophy	General Psychology	150	ROH								
10130	Women: Psychology'S Puzzle	The Radical Breakthrough Account of the Feminist Challenge to Male Psychology's View of Women	ROHRBAUGH - JOANNA BUNKER	Sphere Books Ltd. - London	1981	0 349 12943 6	Philosophy	General Psychology	150	ROH								
14721	"Desire and Pursuit of the Whole, The"	A Romance of Modern Venice	"Rolfe, Frederick (Baron Corvo)"	Oxford University Press	1986	0-19-281941-0			823	ROL		823	ROL					
11464	Life Of Vivekananda And The Universal Gospel ~ The		ROLLAND - ROMAIN	Advaita Ashrama - Almora	1944		Religion	Other Religions - Brahmanism & Related	294	ROL								
15302	The Trial Of Lady Chatterley	Regina V. Penguin Books Limited	Rolph - C. H. (ed.)	Penguin	1990				346	PEN								
10191	Sex Energy		"Ropp, Robert S de"	Jonathan Cape - London	1970	224 61841 5	Philosophy	Branches of Psychology - Physiological Psychology	131	ROP		155.3	ROP					
12682	Pre-Raphaelites		"Rose, Andrea"	Phaidon	1977	07148 1791 0	The Arts	Painting & Paintings	750	ROS		759.2	ROS					
12734	"Handbook of Greek Mythology,  A"		"Rose, H J"	University Paperbacks	1964		Geography & History	History of the Ancient World - Greece	938	ROS		398	ROS					
16018	Artifical Paradise	Charles Baudelaire's analysis of altered perception	Roseberry - Patricia (trans)	Broadwater House	2000	0-9521009-8-3			150	BAU								
11408	"Letters of Van Gogh,  The"		"Roskill, Mark"	Collins - London	1974	0 00 633203 X	Literature	Other Literatures	890	ROS		839.3	ROS					
10333	Adam And Evolution	A Voyage of Self-Discovery	ROSS - MARIS & D. S. JEANS	Leslie Frewin - London	1974	0 85632 075 7	Religion	Natural Theology	211	ROS		215	ROS					
	Haiku Moment	"Anthology of Contemporary North American Haiku, An"	"Ross, Bruce"	Tuttle Publishing	1993	0-8048-1820-7						811	ROS					
13785	Selected Poems	edited by C.H.Sisson	"Rossetti, Christina"	Carcanet	1984	0 85635 533 X			821	ROS		821	ROS					
13784	"Poetical Works of Christina Georgina Rossetti, The"	with Memoir and Notes by William Michael Rossetti	"Rossetti, Christina"	Macmillan and Co	1908				821	ROS		821	ROS					
13783	"Collected Works Of Dante Gabriel Rossetti, The "	Volume II:  Translations - Prose-Notices Of Fine Arts - edited with Preface and n\otes by William M Rossetti	"Rossetti, Dante Gabriel"	Ellis and Elvey	1901				821	ROS		821	ROS					
13782	"Collected Works Of Dante Gabriel Rossetti, The "	Volume I: Poems - Prose-Tales And Literary Papers - with a Preface and Notes by William M Rossetti	"Rossetti, Dante Gabriel"	Ellis and Elvey	1901				821	ROS		821	ROS					
16361	Ballads and Sonnets		"Rossetti, Dante Gabriel"	Berhard Tauchnitz	1882				821	ROS		821	ROS					
16498	"Pre-Raphaelites and Their World, The"	A Personal View	"Rossetti, William"	The Folio Society	1995				709	ROS		759	ROS					
12295	How It All Began	Origins of the Modern Economy	ROSTOW - W. W.	Methuen & Co. Ltd. - London	1975	0-416-55930-1	Social Sciences	Economics	330	ROS								
11236	Making Of A Counter Culture ~ The	Reflections on the Technocratic Society & Its Youthful Opposition	ROSZAK - THEODORE	Faber and Faber - London	1973	0 571 09676 X	Social Sciences	Social Sciences - Sociology	301	ROS								
10185	Where The Wasteland Ends	Politics and Transcendence in Postindustrial Society	ROSZAK - THEODORE	Faber and Faber - London	1974	0 571 10581 5	Social Sciences	Social Sciences - Sociology	301	ROS								
10290	Unfinished Animal	The Aquarian Frontier and the Evolution of Consciousness	"Roszak, Theodore"	Faber and FaberLtd. - London	1976	0 571 11014 2	Pure Science	Anthropology & Biology - Anthropology	572	ROS		301	ROS					
12300	Pontifex		"Roszak, Theodore"	Doubleday - New York	1974	0-385-00528-8	Literature	American Literature - American Miscellany	818	ROS		818	ROS					
12560	Perception And Representation	A Cognitive Approach	ROTH - ILONA & FRISBY - JOHN P.	Open University Press	1989	0 335 15328 3	Philosophy	Mental Processes and Intelligence	153	ROT								
14618	Sweat Your Prayers	Movement as Spiritual Practice	"Roth, Gabrielle"	Newleaf	1997	0-7171-2758-3			793	ROT		790	ROT					
14595	Call It Sleep		"Roth, Henry"	Penguin	1977				813	ROT		813	ROT					
14575	"String of Pearls, The"		"Roth, Joseph"	Granta Books	1998	1-86207-087-3			833	ROT		833	ROT					
12868	Canaletto	The Masters 3	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1965		The Arts	Painting & Paintings	750	ROT		759.5	ROT					
12870	Goya	The Masters 1	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1965		The Arts	Painting & Paintings	750	ROT		759.6	ROT					
12871	Hogarth	The Masters 69	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1967		The Arts	Painting & Paintings	750	ROT		759.2	ROT					
12873	Poussin	The Masters 7	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.4	ROT					
12862	Velazquez		"Rothenstein, John (Sir)"	Funk & Wagnalls Ltd	1978	0 8343 0006 0	The Arts	Painting & Paintings	750	ROT		759.6	ROT					
12869	Watts	The Masters 37	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.2	ROT					
12872	Watts	The Masters 37	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.2	ROT					
12864	Boucher	The Masters 39	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.4	ROT					
12866	Lorrain	The Masters 55	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.4	ROT					
12865	Vermeer	The Masters 2	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1965		The Arts	Painting & Paintings	750	ROT		759.9	ROT					
12863	Wright Of Derby	The Masters 22	"Rothenstein, John (Sir)"	Purnell & Sons Ltd	1966		The Arts	Painting & Paintings	750	ROT		759.2	ROT					
16588	Raphael	"The Great Artists: A library of their lives, times and paintings Book 15"	"Rothenstein, John (Sir)  "	Funk & Wagnalls	1978	0-8343-0006-0			709	RAP		759	ROT					
15861	Masterpieces of the Tate & National Galleries		"Rothenstein, John (Sir) & Hendy, Philip (Sir)"	Heron Books	1964				708	TAT		708	ROT					
10989	Misinterpretation Of Man	A Study of European Thought in the 19th Century	ROUBICZEK - PAUL	Routledge & Kegan Paul Ltd. - London	1949		Religion	Religion - Philosophy & Theories	201	ROU		291	ROU					
15236	A Discourse On Inequality		Rousseau - Jean-Jacques	Penguin	1984				301	ROU								
15235	A Discourse On Inequality		Rousseau - Jean-Jacques	Penguin	1984				320	ROU								
15152	The Social Contract		Rousseau - Jean-Jacques	Penguin	1968				320	ROU								
15267	Emile Or On Education		Rousseau - Jean-Jacques	Penguin	1991				370	ROU								
15190	Reveries of the Solitary Walker		"Rousseau, Jean-Jacques"	Penguin	1979				844	ROU		844	ROU					
14599	"Confessions, The"		"Rousseau, Jean-Jacques"	Wordsworth Classics	1996	1-85326-465-2			920	ROU		921	ROU	ROU				
13013	Oman'S Conciousness - Man'S World		ROWBOTHAM - SHEILA	Penguin	1973	0 14 02.1717 7	Social Sciences	Political Science - Civil & Political Rights	323	ROW								
11799	Commentaries Of Hierocles On The Golden Verses Of Pythagoras		ROWE - N. (TRANS)	Theosophical Publishing House Ltd. - London	1971	7229 0320 0	Philosophy	Ancient & Medieval - Platonic Philosophy	184	ROW								
11403	Trees and Shrubs	And How to Grow Them	"Rowe, W H"	Penguin Books	1951		Pure Science	Botanical Sciences	580	ROW		634	ROW					
12631	Exotic Alphabets and Ornament		"Rowe, William"	Dover Publications	1974	0 486 22989 0	The Arts	Graphic Arts	760	ROW		745.4	ROW					
15924	Joan Miro	Selected Writings and Interviews	"Rowell, Margit (Ed)"	Da Capo Press	1992	0-306-80485-9			704	MIR		709.46	ROW					
12586	Insect Life	The World You Never See	"Rowland-Entwistle, Theodore"	Hamlyn	1976	0 600 39344 5	Natural Sciences & M	Zoological Sciences - Other Invertebrates	595	ROW		592	ROW	OS				
12759	Rubens	Drawing and Sketches	"Rowlands, John"	British Museum Publications Ltd	1977	0 7141 0754 9	The Arts	Drawing & Decorative Arts - Drawing	741	ROW		741	ROW					
M13357	"Use of History, The"		"Rowse, A L"	Hodder & Stoughton	1946		History	Study & Teaching	907	ROW		907	ROW					
11051	"Use of History, The"		"Rowse, A L"	The English Universities Press Ltd. - London	1946		History	History - Study & Teaching	907	ROW		907	ROW					
11998	"Expansion of Elizabethan England, The"		"Rowse, A L"	Macmillan & Co. Ltd. - London	1955		History	Europe - England	942	ROW		942.05	ROW					
12321	Christopher Marlowe	A Biography	"Rowse, A L"	Macmillan & Co. Ltd.	1964		Biography	Christopher marlowe	MAR	ROW		921	MAR	ROW				
13185	Islamic Syncretistic Tradition In Bengal ~ The		ROY - ASIM	Princeton University Press	1983	0 691 05387 1	Religion	Religions of Indic Origin	294	ROY								
12886	17th Century Art In Europe	An Illustrated Souvenir of the Exhibition of 17th Century Art in Europe at the Royal Academy of Arts - London 1938	Royal Academy of Arts	The Royal Academy of Arts	1938		The Arts	Galleries - Museums - Private Collections	708	THE		708	ROY					
12686	Exhibition of French Art	An Illustrated Souvenir of the Exhibition of French Art at the Royal Academy of Arts London	Royal Academy of Arts	The Executive Committee of the Exhibition	1932		The Arts	Galleries - Museums - Private Collections	708	THE		708	ROY					
15674	Post-Impressionism	Cross-Currents in European Painting	Royal Academy of Arts	Wedenfeld & Nicolson	1979	0-297-77713-0			709	ROY		759	RAA					
13115	Bereavement		ROYAL COLLEGE OF PSYCHIATRISTS	Royal College of Psychiatrists			Social Sciences	Social Services - General Social Problems & Welfare	361	ROY								
11956	Revolutionary Europe 1783-1815		"Rude, George"	Collins - London	1975	0 00 632125 9	History	Europe	940	RUD		940.2	RUD					
10776	"Practice of Astrology, The"	As a Technique in Human Understanding	"Rudhyar, Dane"	Penguin Books	1971	0 14021235 3	Philosophy	Branches of Psychology - Occult Sciences	133.5	RUD		133.5	RUD					
13679	Gnosis	The Nature and History of Gnosticism	Rudolph - Kurt	T&T Clark	1987	0 567 08640 2			281	RUD								
14272	Gnosis:  The Nature And History Of Gnosticism	Tranlated from the German	Rudolph - Kurt	Harper & Row	1987	0-06-067018-5			281	RUD								
11519	Mystical Poems of Rumi		"Rumi, Jajal Al-DIn"	University of Chicago Press	1968		Literature	Other Literatures	890	RUM		892	RUM					
14408	We Are Three	New Rumi poems translated by Coleman Barks	"Rumi, Jajal Al-DIn"	Maypop Books	1987	0 9618916-0-2			891	RUM		892	RUM					
16329	"Ruba'Iyat of Jalal Al-Din Rumi, The"	Select translations into English verse by A J Arberry	"Rumi, Jajal Al-DIn"	Emery Walker Ltd	1949				891.55	RUM		892	RUM					
