Book_No,Title,Sub_Title,Author,Publisher,Year_This_Ed,ISBN,Subject,Topic,Class_1,Class_2,Class_3,Translator,Year_1st_Pub,Synopsis,Medium
12589,DISCOURSES VOLUME 1,,ABUBABAJI,Abubabaji Publications,1984,,Religion,Religion - Comparative Religion,291,ABU,,,,,
12590,DISCOURSES VOLUME 2,,ABUBABAJI,Abubabaji Publications,1984,,Religion,Religion - Comparative Religion,291,ABU,,,,,
10908,HINDUISM,,ABUBABAJI,Abubabaji Publications - India,1983,,Religion,Other Religions - Brahmanism & Related,245,ABU,,,,,
12591,ISLAM,,ABUBABAJI,Abubabaji Publications,1984,,Religion,Religion - Comparative Religion,291,ABU,,,,,
10903,HOLY BHAGVAD-GEETA,,ABUBABAJI (TRANS),,,,Religion,Other Religions - Brahmanism & Related,245.94,ABU,,,,,
14067,THE DIWAN OF ABU'L-ALA,Translated from the Arabic by Henry Baerlein,Abu'l-ala,John Murry,1908,,,,892.7,ABU,,,,,
11866,HINDOO HOLIDAY,An Indian Journal,ACKERLEY - J. R.,Penguin Books,1983,0 1400 9507 1,History,Asia - Subcontinent of India,954,ACK,,,,,
12209,MODERN DEDUCTIVE LOGIC,An Introduction to its techniques and significance,ACKERMANN - ROBERT J.,Dobleday & Co. Inc. - New York,1970,,Philosophy,Logic,160,ACK,,,,,
16052,NIETSCHE :  A FRENZIED LOOK,,Ackermann - Robert John,University of Massachusetts Press,1990,0-87023-841-8,,,193,NIE,,,,,
13177,BLAKE,,ACKROYD - PETER,Sinclair-Stevenson,1995,1 85619 278 4,Biography,William Blake,BLA,ACK,,,,,
12428,Dickens,,Ackroyd - Peter,Sinclair - Stevenson Ltd,1990,1 85619 000 5,Biography,Charles Dickens,DIC,Ack,,,,,
12532,DICKENS,,ACKROYD - PETER,Sinclair-Stevenson,1990,1 85619 000 5,Biography,Charles Dickens,DIC,ACK,,,,,
12395,T. S. Eliot,,Ackroyd - Peter,Cardinal,1989,0 7474 0182 9,Biography,T. S. Eliot,ELI,Ack,,,,,
12396,T. S. Eliot,,Ackroyd - Peter,Abacus,1986,0 349 10061 6,Biography,T. S. Eliot,ELI,Ack,,,,,
13314,LIFE OF THOMAS MORE - THE,,ACKROYD - PETER,Chatto & Windus,1998,1856197115,Biography,Thomas More,MORE,ACK,,,,,
14813,LONDON:  THE BIOGRAPHY,,Ackroyd - Peter,Chatto & Windus,2000,1-85619 716-6,,,942,ACK,,,,,
15418,NOTES FOR A NEW CULTURE,,Ackroyd - Peter,Alkin Books,1993,1-897665-05-9,,,192,ACK,,,,,
11919,LECTURES ON MODERN HISTORY,,ACTON - LORD,Collins - London,1960,,History,History - Essays & Lectures,904,ACT,,,,,
12675,PRIMITIVE ART,,ADAM  - LEONHARD,Pelican,1954,,The Arts,Historical - Areas - Persons,709,ADA,,,,,
12711,RELIGIOUS TEACHERS OF GREECE ~ THE,Being Gifford Lectures on Natural Religion Delivered at Aberdeen,ADAM - JAMES,T & T Clark,1909,,Geography & History,History of the Ancient World - Greece,938,ADA,,,,,
15793,D. H. LAWRENCE & THE WAY OF THE DANDELION,with recollections by Frieda Lawrence and woodcutss by Barbara Whitehead,Adam - Michael,The Ark Press,1974,,,,824,LAW,,,,,
13457,THE LIFE OF SAINT COLUMBA,,Adamnan - Saint,George Routledge & Sons,,,,,920,COL,,,,,
12249,MONT-SAINT-MICHEL AND CHARTRES,,ADAMS - HENRY,New American Library - New York,1961,,History,Europe,940,ADA,,,,,
12981,ART OF BONSAI ~ THE,,ADAMS - PETER D.,Ward Lock Ltd,1981,0 7063 5860 0,Natural Sciences,Botanical Sciences,580,ADA,,,,,
15634,CRITICAL THEORY SINCE PLATO,,Adams - Hazard,Harcourt - Brace - Jovanovich,1971,0-15-516142-3,,,809,ADA,,,,,
14248,MONT SAINT MICHEL AND CHARTRES,,Adams - Henry,Constable and Co,1936,,,,726,ADA,,,,,
16370,THE EDUCATION OF HENRY ADAMS,,Adams - Henry,The Modern Library,1946,,,,920,ADA,,,,,
16103,THE PRINCELY COURTS OF EUROPE 1500-1750,Ritual - Politics and Culture Under the Ancien Regime,Adamson - John (ed.),Weidenfeld & Nicolson,1999,0-297-83653-6,,,940,ADA,,,,,
11346,FABER BOOK OF 20TH CENTURY WOMEN'S POETRY,,ADCOCK - FLEUR (ED),Faber and Faber - London,1987,,Literature,English Literature - English Poetry,821,ADC,,,,,
14440,QUEST FOR THE RED SULPHUR,The Life of ibn 'Arabi,Addas - Claude,The Islamic Texts Society,1993,0 946621 45 4,,,920,ARA,,,,,
15600,NUCLEAR POWER IN PERSPECTIVE,,Addinall - Eric & Henry Ellington,Nichols Publisshing Co,1982,0-89398-110-3,,,380,ADD,,,,,
16369,ADDISON'S ESSAYS,,Addison - Joseph,George Newnes Ltd,,,,,824,ADD,,,,,
12225,GENERATIONS,A Collage on Youthcult,ADELMAN - CLIFFORD,Penguin Books,1973,0 1402 1710 X,Social Sciences,Social Sciences - Sociology,301,ADE,,,,,
14887,SHILAPPADIKARAM (THE ANKLE BRACELET),,Adigal - Prince Ilango,A New Directions Book,1965,,,,891,ADI,,,,,
10442,UNDERSTANDING HUMAN NATURE,,ADLER - ALFRED,Fawcett Publications Inc. - Conn. - USA,1965,,Philosophy,Branches of Psychology - Psychology of Personality,137,ADL,,,,,
10444,UNDERSTANDING HUMAN NATURE,,ADLER - ALFRED,George Allen & Unwin Ltd. - London,1937,,Philosophy,Branches of Psychology - Psychology of Personality,137,ADL,,,,,
10449,STUDIES IN ANALYTICAL PSYCHOLOGY,,ADLER - GERHARD,Routledge & Kegan Paul Ltd. - London,1948,,Philosophy,General Psychology,150,ADL,,,,,
12163,THINKING MACHINES,,ADLER - IRVING,New American Library - New York,1962,,Technology,Engineering,620,ADL,,,,,
11800,GOLDEN ASSE OF LUCIUS APULEIUS ~ THE,Reprinted from the Edition of 1639,ADLINGTON - WILLIAM (TRANS),Simpkin - Marshall - Hamilton - Kent & Co. - London,1925,,Literature,Latin Literature - Latin Satire & Humour,877,ADL,,,,,
14262,SPIRITUAL FRIENDSHIP,,Aelred of Rivaulx,Cistercian Publications,1974,,,,267,AEL,,,,,
13168,PIERS PLOWMAN AND CHRISTIAN ALLEGORY,,AERS - DAVID,Edward Arnold (Publishers) Ltd,1975,0 7131 5770 4,Literature,Literary History & Criticism,809,AER,,,,,
11741,LYRICAL DRAMAS,,AESCHYLUS,J. M. Dent & Sons Ltd. - London,1950,,Literature,Greek Literature - Dramatic Poetry,882,AES,,,,,
11743,ORESTEIA ~ THE - AGAMEMNON - THE LIBATION BEARERS - THE EUMENIDES,,AESCHYLUS,Penguin Books,1977,0- 14044-333-9,Literature,Greek Literature - Dramatic Poetry,882,AES,,,,,
11744,PLAYS,,AESCHYLUS,J. M. Dent & Sons Ltd. - London,1960,,Literature,Greek Literature - Dramatic Poetry,882,AES,,,,,
11757,PROMETHEUS AND OTHER PLAYS,,AESCHYLUS,Penguin Books,1961,,Literature,Greek Literature - Dramatic Poetry,882,AES,,,,,
11740,PROMETHEUS BOUND - THE SUPPLIANTS - SEVEN AGAINST THEBES - THE PERSIANS,,AESCHYLUS,Penguin Books,1971,140441123,Literature,Greek Literature - Dramatic Poetry,882,AES,,,,,
11785,ZOROASTER'S INFLUENCE ON ANAXAGORAS - THE GREEK TRAGEDIANS - AND SOCRATES,,AFNAN - RUHI,Philosophical Library - New York,1969,,Philosophy,Ancient & Medieval - Sophistic & Socratic Philosophy,183,AFN,,,,,
13274,STATE OF INDIA'S ENVIRONMENT 1984-1985,The Second Citizen's Report,AGARWAL - A & NARAIN - S,Centre for Science and Environment,1985,,Geography,India,915.4,AGA,,,,,
10217,AGE OF IDEOLOGY ~ THE,The 19th Century Philosophers,AIKEN - HENRY D.,Mentor Books - New York,1963,,Philosophy,Modern Philosophy,190,AIK,,,,,
16149,FROM VAN EYCK TO BRUEGEL,Early Netherlandish Painting in The Metropolitan Museum of Art,Ainsworth - Maryan W. & K. Christiansen,The Metropolitan Museum of Art,1998,0-87099-870-6,,,708,MET,,,,,
16354,WINDSOR CASTLE,A Novel,Ainsworth - William Harrison,The Library Press,,,,,823,AIN,,,,,
10637,CONCEPT OF SARASVATI,In Vedic Literature,AIRI - RAGHUNATH,Munshiram Manoharlal -  New Delhi,1977,,Religion,Other Religions - Brahmanism & Related,294,AIR,,,,,
12548,ISSUES IN COGNITIVE MODELLING,,AITKENHEAD - A. M. & SLACK - J. M.,Lawrence Erlbaum Associates,1990,0 86377 030 4,Philosophy,Mental Processes and Intelligence,153,AIT,,,,,
14827,ANGELS,and other Mysteries of The Tree of Life,Aivanhov - Omraam Mikhael,Prosveta,1994,1-895978-07-6,,,298,AIV,,,,,
14391,CREATION:  ARTISTIC AND SPIRITUAL,,Aivanhov - Omraam Mikhael,Editions Prosveta,1988,2-85566-402-0,,,298,AIV,,,,,
14337,LIFE AND WORK IN AN INITIATIC SCHOOL,Training for the Divine Part 1,Aivanhov - Omraam Mikhael,Prosveta,1996,1-895978-09-2,,,298,AIV,,,,,
15939,LIFE FORCE,complete works volume 5,Aivanhov - Omraam Mikhael,Editions Prosveta,1987,2-85566-419-5,,,298,AIV,,,,,
15523,LIGHT IS A LIVING SPIRIT,,Aivanhov - Omraam Mikhael,Editions Prosveta,1988,2-85566-391-1,,,298,AIV,,,,,
14828,MAN'S SUBTLE BODIES AND CENTRES,the aura - the solar plexus - the chakras,Aivanhov - Omraam Mikhael,Prosveta,1988,2-85566-310-5,,,298,AIV,,,,,
14826,THE SPLENDOUR OF TIPHARETH,The Yoga of the Sun - Complete Works Volume 10,Aivanhov - Omraam Mikhael,Prosveta,1994,1-895978-05-X,,,298,AIV,,,,,
15524,THE YOGA OF NUTRITION,,Aivanhov - Omraam Mikhael,Editions Prosveta,1990,2-85566-375-X,,,298,AIV,,,,,
14830,THE ZODIAC - KEY TO MAN AND TO THE UNIVERSE,,Aivanhov - Omraam Mikhael,Editions Prosveta,1989,2-85566-369-5,,,298,AIV,,,,,
14835,TOWARD A SOLAR CIVILIZATION,,Aivanhov - Omraam Mikhael,Editions Prosveta,1986,2-85566-373-3,,,298,AIV,,,,,
10644,FUNDAMENTALS OF HINDU FAITH AND CULTURE,,AIYAR - C. P. RAMASWAMI,Ganesh & Co. - Madras,1959,,Religion,Other Religions - Brahmanism & Related,294,AIY,,,,,
10896,LAGHU-YOGA-VASISTHA,,AIYER-K. NARAYANASWAMI,The Adyar Library and Research Centre - Madras,1980,0-8356-7497-5,Religion,Other Religions - Brahmanism & Related,294,AIY,,,,,
15018,BE CAREFUL WITH MUHAMMAD!,The Salman Rushdie Affair,Akhtar - Shabir,Bellew Publishing Company Ltd,1989,0-947792-27-9,,,297,AKH,,,,,
12885,TO FREEDOM AND BEYOND,The Development of French 19th-Century Painting,ALABONE - JOHN,Tyndall,1976,0 8390 0166 5,The Arts,Philosophy & Theory,701,ALA,,,,,
15259,ALAIN ON HAPPINESS,,Alain,Northwerstern University Press,1989,,,,194,ALA,,,,,
11528,TARJUMAN AL-ASHWAQ ~ THE,A Collection of Mystical Odes,AL-ARABI - MUHYIDDIN IBN,Theosophical Publishing House Ltd. - london,1978,7229 5134 5,Literature,Other Literatures,890,AL-,,,,,
11535,BEZELS OF WISDOM ~ THE,,ALARABI -IBN,SPCK - London,1980,0 281 03785 X,Religion,Other Religions - Islam & Bahaism,297,ALA,,,,,
12650,LANGUAGE OF PATTERN ~ THE,An Enquiry Inspired by Islamic Decoration,ALBARN - MIALL SMITH - STEELE & WALKER,Thames & Hudson,1976,0 500 27041 4,The Arts,Drawing & Decorative Arts - Decorative Arts,745,ALB,,,,,
16439,THE PLATONIC DOCTRINES OF ALBINUS,translated from the Greek by Jeremiah Reedy,Albinus,Phanes Press,1991,0-933999-15-1,,,186,ALB,,,,,
10695,ATHUR'S BRITAIN,History and Archaeology AD 364-634,ALCOCK - LESLIE,Penguin Books,1971,0 1402 1396 1,History,Europe - England,942,ALC,,,,,
13025,ALCOHOLICS ANONYMOUS,The Story of How Many Thousands of Men and Women Have recovered from Alcoholism.,ALCOHOLICS ANONYMOUS,A.A. Sterling Area Services,1975,,Religion,Spiritual Renewal,216.9,ALC,,,,,
13026,ALCOHOLICS ANONYMOUS COMES OF AGE,a Brief History of A.A.,ALCOHOLICS ANONYMOUS,Alcoholics Anonymous Publishing Inc.,1988,0-916856-02-X,Religion,Spiritual Renewal,216.9,ALC,,,,,
10787,FIFTH DIMENTION ~ THE,The Future of Mankind,ALDER - VERA STANLEY,Rider & Company - London,1970,09 027292 7,Philosophy,Branches of Psychology - Occult Sciences,133,ALD,,,,,
12903,CYCLING,,ALDERSON - FREDERICK,Futura Publications,1977,0 7088 0986 3,The Arts,Recreational and Performing Arts,790,ALD,,,,,
13220,PORTRAIT OF A GENIUS - BUT...,The Life of D. H. Lawrence - 1885 to 1930,ALDINGTON - RICHARD,Readers Union,1951,,Biography,D. H. Lawrence,LAW,ALD,,,,,
15324,D. H. LAWRENCE : AN APPRECIATION,,Aldington - Richard,Penguin,,,,,824,LAW,,,,,
13496,LAWRENCE OF ARABIA,A biographical enquiry,Aldington - Richard,Collins,1955,,,,920,LAW,,,,,
13384,LIFE FOR LIFE'S SAKE,A Book of Reminiscences,ALDINGTON - RICHARD,Cassell - London,1968,304932558,928,ALDINGTON - RICHARD,ALDI,ALD,,,,,
16088,SOFT ANSWERS,,Aldington - Richard,William Heinemann Ltd,1934,,,,823,ALD,,,,,
13273,SIX WORLD RELIGIONS,,ALETRINO - L,SCM Press Ltd,1967,334015324,Religions,General Religions,200,ALE,,,,,
10241,SHORT HISTORY OF PHILOSOPHY ~ A,,ALEXANDER - ARCH. B. D.,James Maclehose and Sons - Glasgow,1907,,Philosophy,Philosophy - History,109,ALE,,,,,
10534,MAN'S SUPREME INHERITANCE,,ALEXANDER - F. MATTHIAS,Integral Press - Kent,1957,,Technology,Medical Sciences,610,ALE,,,,,
12436,Roy Campbell,A Critical Biography,Alexander - Peter,Oxford University Press,1982,0 19 211750 5,Biography,Roy Campbell,CAM,Ale,,,,,
13528,THE EARLIEST ENGLISH POEMS,,Alexander - Michael,Penguin,1966,,,,821,PEN,,,,,
15903,THE EARLIEST ENGLISH POEMS,,Alexander - Michael (ed.),Penguin,1966,,,,821,ALE,,,,,
16431,PHILOSOPHY OF  PLATO AND ARISTOTLE,Translated by Muhsin Mahdi,Alfarabi,Cornell University,1969,,,,184,ALF,,,,,
11536,MYSTERIES OF PURITY ~ THE,,AL-GAZZALI,Sh. Muhammad Ashraf - Pakistan,1980,,Religion,Other Religions - Islam & Bahaism,297,AL-,,,,,
11556,TAHAFUT AL-FALASIFAH,Incoherence of the Philosophers,AL-GHAZALI,Pakistan Philosophical Congress - Lahore,1963,,Religion,Other Religions - Islam & Bahaism,297,AL-,,,,,
11559,MYSTERIES OF FASTING ~ THE,,AL-GHAZZALI,Sh. Muhammad Ashraf - Lahore,1983,,Religion,Other Religions - Islam & Bahaism,297,AL-,,,,,
14626,SOMEBODY IN BOOTS,,Algren - Nelson,Flamingo,1993,0-586-09207-2,,,813,ALG,,,,,
11565,KASHF AL-MAHJUB ~ THE,The Oldest Persian Treatise on Sufiism,AL-HUJWIRI - ALI  B. UTHMAN AL-JULLABI,Luzac & Co. - London,1911,,Religion,Other Religions - Islam & Bahaism,297,AL-,,,,,
15711,SOME MORAL AND RELIGIOUS TEACHINGS OF AL-GHAZZALI,,Ali - Syed Nawab,Sh. Muhammad Ashraf,1944,,,,297,GHA,,,,,
12744,THE LATE RICHARD DADD,1817-1886,ALLDERIDGE - PATRICIA,The Tate Gallery,1974,0 900874 78 3,The Arts,Galeeries - Museums - Private Collections,708,ALL,,,,,
13683,DAVID JONES,Writer and Artist,Alldritt - Keith,Constable & Robinson,2003,1-84119-379-8,,,920,JON,,,,,
11184,DEAD SEA SCROLLS ~ THE,,ALLEGRO - J. M.,Penguin Books,1956,,Religion,Religion - History,209,ALL,,,,,
12991,LOST GODS,,ALLEGRO - JOHN,Sphere Books Ltd,1977,0 7221 0492 8,,,201,ALL,,,,,
11163,SACRED MUSHROOM AND THE CROSS ~ THE,A Study of the Nature and Origins of Christianity within the Fertility Cults of the Ancient Near East,ALLEGRO - JOHN M.,Hodder and Stoughton,1970,340 12875 5,Religion,Religion - History,209,ALL,,,,,
11429,AS A MAN THINKETH,,ALLEN - JAMES,The Peter Pauper Press - New York,,,Philosophy,,130,ALL,,,,,
11124,FROM POVERTY TO POWER,The Realisation of Prosperity and Peace,ALLEN - JAMES,L. N. Fowler & Co. - London,1918,,Philosophy,Branches of Psychology - Occult Sciences,133,ALL,,,,,
12964,STUDIO VISTA GUIDE TO CRAFT SUPPLIERS,,ALLEN - JUDY,Studio Vista,1974,,The Arts,The Arts,700,ALL,,,,,
10980,VLADIMIR SOLOVIEV: RUSSIAN MYSTIC,,ALLEN - PAUL M.,Steinerbooks - New York,1978,0-8334-1750-9,Biography,Vladimir Soloviev,SOL,ALL,,,,,
14429,FREEDOM IN GOD,A guide to the thought of Nicholas Berdyaev,Allen - E. L.,Hodder & Stoughton,,,,,201,BER,,,,,
16517,ICASTES : MARSILIO FICINO'S INTERPRETATION OF PLATO'S 'SOPHIST',,Allen - J.B.,University of California Press,1989,0-520-06419-4,,,186,ALL,,,,,
16533,THE PLATONISM OF MARSILIO FICINO,A Study of His Phaedrus Commentary - Its Sources and Genesis,Allen - Michael J.B.,University of California,1984,0-520-05152-1,,,186,ALL,,,,,
16570,THE OXFORD WRITERS' DICTIONARY,,Allen - R. F.,Oxford University Press,1990,0-19-282669-7,,,423,OXF,,,,,
15492,THE HOUSE OF NOMURA,The Rise to Supremacy of the World's most Powerful Company: the Inide Story of the Legendary Japanese Dynasty,Alletzhauser - Al,Bloomsbury,1990,,,,330,ALL,,,,,
13152,PROSE OF THE ROMANTIC PERIOD 1780 -1830,The Pelican Book of English Prose Volume 4,ALLOTT - KENNETH (ED),Penguin,1956,,Literature,Literary History & Criticism,809,ALL,,,,,
14040,MODERN SCANDINAVIAN POETRY 1900 - 1975,The Panorama of Poetry in Greenland - Iceland - The Faroe Islands - Demark - Saame Poetry - Norway - Sweden and Finland,Allwood - Martin (ed.),Anglo-American Center,1982,91-85-41232-5,,,839,ALL,,,,,
11863,WHITHER GOEST,Meditations and Eastern Wisdom,ALVERY - ROBERT,Regency Press - London,1971,,Religion,Other Religions - Other Religions,299,ALV,,,,,
15822,THE BRANCACCI CHAPEL AND THE ART OF MASACCIO,,Amaducci - Alberto B.,Saverio Becocci,1978,,,,750,MAS,,,,,
15072,PHILOSOPHICAL IMPLICATIONS OF DHIVANI,Experience of Symbol Language in Indian Aesthetics,Amaladas - Anand S.J.,Gerold & Co,1984,3-90027113-5,,,149,AMA,,,,,
10219,TEN CONTEMPORARY THINKERS,,AMEND - V. E. & L. T. HENDRICK (ED),The Free Press of Glencoe - New York,1964,,Philosophy,Modern Philosophy,190,AME,,,,,
12769,ITALIAN DRAWINGS,From the 15th to the 19th Century,AMES - WINSLOW,Little - Brown Co Ltd,1976,0 316 03688 9,The Arts,Drawing & Decorative Arts - Drawing,741,AME,,,,,
16029,ITALIAN DRAWINGS,from the 15th to the 19th century,Ames - Winslow,Little - Brown and Co,1963,0-316-03688-9,,,740,AME,,,,,
14912,RUDYARD KIPLING,,Amis - Kingsley,Thames and Hudson,1975,,,,920,KIP,,,,,
16087,THE WAR AGAINST CLICH?,Essays and Reviews 1971 - 2000,Amis - Martin,Jonathan Cape,2001,0-224-05059-1,,,824,AMI,,,,,
12378,William Holman Hunt,The True Pre-Raphaelite,Amor - Anne Clark,Constable,1989,0 09 468770 6,Biography,William Holman Hunt,HUN,Amo,,,,,
14122,FIRST OFFENDERS,New Poems,Ananda et al,Friends Arts,1982,,,,821,ANA,,,,,
10689,PASSAGES,A Guide for Pilgrims of the Mind,ANDERSEN - MARIANNE S. & LOUIS M. SAVARY,Turnstone - London,1974,85500 034 1,Philosophy,Branches of Psychology - Occult Sciences,133,AND,,,,,
14638,FORTY-TWO STORIES,,Andersen - Hans,Faber & Faber,1968,0-571-08620-9,,,839,AND,,,,,
16163,HANS ANDERSEN'S FAIRY TALES,with illustrations by W. Heath Robinson,Andersen - Hans,The Folio Society,1995,,,,839,AND,,,,,
11671,SAINT AT STAKE ~ A,The Strange Death of William of Norwich - 1144,ANDERSON - M. D.,Faber and Faber - London,1964,,Religion,Christian Church History,217,AND,,,,,
11713,ASCENDANCY OF EUROPE  ~ THE,Aspects of European History 1815-1914,ANDERSON - M. S.,Longmans - London,1976,0 582 48348 4,History,Europe,940,AND,,,,,
15160,SIMONE WEIL,,Anderson - David,SCM Press Ltd,1971,,WEI,,920,WEI,,,,,
13676,FAKING IT,The Sentimentalisation of Modern Society,Anderson - Digby & Peter Mullen (eds.),The Social Affairs Unit,1998,0 907631 75 4,,,304,AND,,,,,
13358,EASTERN QUESTION - THE,A Study in International Relations,ANDERSON - M. S.,Macmillan,1966,,History,Middle East,956,AND,,,,,
14254,CECIL COLLINS:  THE QUEST FOR THE GREAT HAPPINESS,,Anderson - William,Barrie and Jenkins,1988,0 7126 2066,,,750,COL,,,,,
10351,MECHANISM OF NATURE ~ THE,Being a Simple Approach to Modern Views on the Structure of Matter and Radiation,ANDRADE - E. N. DA C.,G. Bell & Sons Ltd. - London,1930,,Pure Science,Physics,530,AND,,,,,
13303,CARCASSONE,,ANDRE LECONTE,Andre Leconte,1982,,Geography,France,914.4,AND,,,,,
11253,PEOPLE CALLED SHAKERS ~ THE,A Search for the Perfect Society,ANDREWS - EDWARD DEMING,Dover Publications Inc. - New York,1963,486-21081-2,Religion,Christian Churches & Sects - Other Christian Sects,218.9,AND,,,,,
12607,LOVE AS A SPECIAL WAY OF FEELING,,ANGLUND - JOAN WALSH,William Collins Sons & Co. Ltd.,1968,,Literature & Rhetori,English Miscellaneous Writings,827,ANG,,,,,
11238,MYSTERY RELIGIONS ~ THE,A Study in the Religious Background of Early Christianity,ANGUS - S.,Dover Publications - New York,1975,0-486-23124-0,Religion,Christian Church History,217,ANG,,,,,
11234,MANY WAYS OF BEING ~ THE,A Guide to Spiritual Groups and Growth Centres in Britain,ANNETT - STEPHEN (ED),Sphere Books Ltd. - London,1976,0 349 10071 3,Religion,Other Religions - Comparative Religion,291,ANN,,,,,
10661,CLOUD OF UNKNOWING ~ THE,And Other Treatises,ANONYMOUS,Burns - Oats & Washbourne Ltd. - London,1943,,Religion,Devotional & Practical - Meditations & Contemplations,214.2,ANO,,,,,
12414,CATHERINE THE GREAT,,Anthony - Katherine,Jonathan Cape,1931,,Biography,Catherine the Great,CAT,Ant,,,,,
14931,THE RUSHDIE FILE,,Appignanesi - Lisa & Sara Maitland,Fourth Estate,1989,0-947795-84-7,,,320,RUS,,,,,
15024,THE PLEASURES OF PEACE,,Appleyard - Bryan,Faber & Faber,1990,0-571-16185-5,,,701,APP,,,,,
16183,SOUTH-WEST NEW ZEALND,te wahipounamu,Apse - Andris (photog.),Craig Potton Publishing,1997,0-908802-40-4,,,993,NEW,,,,,
14162,THE CONCISE ENGLISH-SANSKRIT DICTIONARY,,Apte - Vasudeo Govind,Motilal Barnasidass,1933,81-208-0151-2,,,403,APT,,,,,
16440,ON THE GOD OF SOCRATES,translated by Thomas Taylor,Apuleius,The Alexandrian Press,1984,0-916411-25-7,,,183,APU,,,,,
16433,THE APOLOGIA AND FLORIDA OF APULEIUS OF MADUARA,translated by H.E. Butler,Apuleius,Oxford at the Clarendon Press,1909,,,,878,APU,,,,,
11760,GOLDEN ASS ~ THE,,APULEIUS - LUCIUS,Penguin Books,1985,0-14-044011-9,Literature,Latin Literature - Latin Miscellany,878,APU,,,,,
10651,SUMMA CONTRA GENTILES ~ THE,The First Book,AQUINAS - SAINT THOMAS,Burns - Oats & Washbourne Ltd. - London,1924,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10652,SUMMA CONTRA GENTILES ~ THE,The Second Book,AQUINAS - SAINT THOMAS,Burns - Oats & Washbourne Ltd. - London,1923,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10653,SUMMA CONTRA GENTILES ~ THE,The Third Book Part I,AQUINAS - SAINT THOMAS,Burns - Oats & Washbourne Ltd. - London,1928,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10654,SUMMA CONTRA GENTILES ~ THE,The Third Book Part II,AQUINAS - SAINT THOMAS,Burns - Oats & Washbourne Ltd. - London,1928,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10655,SUMMA CONTRA GENTILES ~ THE,The Fourth Book,AQUINAS - SAINT THOMAS,Burns - Oats & Washbourne Ltd. - London,1929,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10656,SUMMA THEOLOGICA ~ THE  VOL I,,AQUINAS - SAINT THOMAS,Encyclopaedia Britannica Inc. - Chicago,1952,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
10657,SUMMA THEOLOGICA ~ THE  VOL II,,AQUINAS - SAINT THOMAS,Encyclopaedia Britannica Inc. - Chicago,1952,,Religion,Religion - Philosophy & Theories,201,AQU,,,,,
11532,WHOSO KNOWETH HIMSELF,From the Treatise on Being,ARABI - IBN,Beshara Publications - London,1976,0 904975 06 1,Religion,Other Religions - Islam & Bahaism,297,ARA,,,,,
11539,KERNAL OF THE KERNAL,,ARABI - MUHYADDIN IBN,Beshara Publications - Gloucestershire,,,Religion,Other Religions - Islam & Bahaism,297,ARA,,,,,
11515,JOURNEY TO THE LORD OF POWER,A Sufi Manual on Retreat,ARABI - MUHYIDDIN IBN,East West Publications - London,1981,0 85692 075 4,Religion,Other Religions - Islam & Bahaism,297,ARA,,,,,
11516,WISDOM OF THE PROPHETS ~ THE,Fusus al-Hikam,ARABI - MUHYI-D-DIN IBN,Beshara Publications - Gloucestershire,1975,0 904975 00 2,Religion,Other Religions - Islam & Bahaism,297,ARA,,,,,
11566,SUFISM,,ARBERRY - A. J.,An Account of the Mystics of Islam,1963,,Religion,Other Religions - Islam & Bahaism,297,ARB,,,,,
11506,MUSLIM SAINTS AND MYSTICS,Episodes from the Tadhkirat al-Auliya,ARBERRY - A. J. (TRANS),Routledge & Kegan Paul - London,1983,0 7100 0169 X,Religion,Other Religions - Islam & Bahaism,297,ARB,,,,,
11570,FIFTY POEMS OF HAFIZ,,ARBERRY - ARTHUR J.,Cambridge University Press,1947,,Literature,Other Literatures,890,ARB,,,,,
11567,KORAN ~ THE,,ARBERRY - ARTHUR J.,Oxford University Press,1983,0-19-281628-4,Religion,Other Religions - Islam & Bahaism,297,ARB,,,,,
16329,THE RUBA'IYAT OF JALAL AL-DIN RUMI,Select translations into English verse,Arberry - A. J. (trans.),Emery Walker Ltd,1949,,,,891.55,RUM,,,,,
15875,IRAQI - MYSTIC POET OF IRAN,Proceedings of the Iran Society - Vol. II Part 3,Arberry - Arthur,The Iran Society,1939,,,,297,IRA,,,,,
15824,CRETE : RETHYMNO,Old Photographs,Archondaki - Aglaia (trans.),,,,,,938,CRE,,,,,
10294,AFRICAN GENESIS,A Personal Investigation into the Animal Origins and Nature of Man,ARDREY - ROBERT,William Collins Sons & Co. Ltd. - London,1963,,Pure Science,Anthropology & Biology - Organic Evolution,575,ARD,,,,,
13009,TERRITORIAL IMPERATIVE ~ THE,,ARDREY - ROBERT,Fontana/Collins,1966,0 00 633069,Social sciences,Social Interaction,302,ARD,,,,,
11714,DIVINE NAMES ~ THE,,AREOPAGITE - DIONYSIUS THE,The Shrine of Wisdom - Surrey,1980,,Religion,Christian Churches & Sects - Primitive & Oriental Churches,218.1,ARE,,,,,
12839,ART TREASURES IN ITALY,Monuments - Masterpieces - Commissions and Collections,ARGAN - GIULIO CARLO,Hamlyn,1969,,The Arts,Philosophy & Theory,701,ARG,,,,,
